TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-02-19,2025-02-19,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5124.25,5190.70,5016.20,5122.85,5122.85,5140.75,,5123.85,,,17852,91479600.00,5587,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,660.00,789.85,649.00,756.90,756.90,663.70,,761.20,,,403887,299027957.00,11080,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,948.60,975.00,941.70,970.85,970.85,948.60,,970.90,,,79230,75838706.00,5200,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,43.17,45.60,43.17,43.82,43.82,43.17,,43.82,,,80546,3580480.00,403,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,54.17,58.80,54.17,56.73,56.51,54.17,,56.73,,,76462,4362086.00,614,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,7.25,7.28,6.80,7.26,7.26,7.14,,7.24,,,52870,369721.00,96,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.47,5.88,5.30,5.51,5.64,5.47,,5.51,,,11725,65447.00,102,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.23,11.23,9.95,10.33,10.33,10.78,,10.33,,,32370,334537.00,138,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,136.55,143.50,134.45,142.80,142.70,137.20,,142.85,,,87320,12316668.00,1619,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,363.00,369.85,355.35,369.85,369.85,362.60,,369.85,,,1115,397301.00,11,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5347.10,5588.00,5336.10,5558.75,5558.75,5391.45,,5564.25,,,13565,75546350.00,982,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,28.82,30.26,27.55,30.26,30.26,28.82,,30.26,,,29200,875234.00,220,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,648.00,663.00,648.00,655.60,654.25,657.80,,654.95,,,1778,1168607.00,343,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,21.13,22.50,20.80,22.45,22.45,21.09,,22.42,,,692799,15370054.00,1883,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,6568.60,6805.35,6529.30,6693.95,6677.10,6568.55,,6685.00,,,3149,21004743.00,968,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,8464.00,8525.80,8401.55,8440.45,8418.25,8461.20,,8439.45,,,11512,97430642.00,2414,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,433.00,448.00,430.00,446.50,447.25,429.65,,446.80,,,20015,8819456.00,1116,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,310.45,314.85,301.50,311.20,311.20,308.85,,311.20,,,35329,10930553.00,2080,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,2025.00,2079.00,2025.00,2037.30,2030.00,2078.25,,2042.20,,,3225,6642627.00,622,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3591.00,3591.00,3573.00,3573.00,3573.00,3566.40,,3503.25,,,13,46629.00,8,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4300.05,4604.75,4300.05,4448.95,4456.80,4367.55,,4446.45,,,2339,10493235.00,676,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1280.20,1292.00,1253.00,1256.70,1256.10,1285.80,,1256.35,,,7987,10100640.00,1529,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,2557.05,2690.00,2539.95,2651.35,2651.35,2586.40,,2651.90,,,14088,37400595.00,1696,F1,1,,,,,
2025-02-19,2025-02-19,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,241.95,254.00,240.15,253.40,253.40,244.55,,253.40,,,557444,139808327.00,8184,F1,1,,,,,
