TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-04-16,2025-04-16,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5248.55,5455.00,5248.55,5378.65,5377.00,5248.35,,5379.50,,,23760,128050730.00,4152,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,776.80,834.70,763.30,806.20,806.20,765.35,,806.30,,,264749,215542990.00,6258,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1000.00,1002.50,993.50,995.25,999.00,994.55,,995.80,,,22780,22729264.00,1314,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,39.02,41.00,38.66,38.88,38.88,39.03,,38.88,,,86503,3399011.00,364,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,53.06,53.79,53.00,53.59,53.59,53.46,,53.59,,,51165,2734840.00,382,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.42,4.42,4.42,4.42,4.42,4.34,,4.38,,,11207,49534.00,21,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.92,4.92,4.58,4.82,4.82,4.73,,4.82,,,8215,39558.00,58,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.48,11.60,11.09,11.53,11.53,11.48,,11.53,,,9050,104255.00,30,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,132.65,135.50,132.00,134.50,134.30,132.65,,134.60,,,79557,10674665.00,1184,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,380.00,380.00,380.00,380.00,380.00,363.20,,371.60,,,1,380.00,1,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5630.05,5832.00,5630.00,5709.15,5709.15,5614.35,,5715.50,,,3811,21978069.00,773,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,31.80,32.20,31.35,31.58,31.58,31.79,,31.58,,,11542,365548.00,167,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,517.65,556.05,509.00,552.40,552.40,515.25,,551.90,,,35633,19199949.00,2016,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,19.44,19.60,19.16,19.33,19.29,19.13,,19.34,,,859751,16666157.00,3593,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,8720.05,8890.75,8540.00,8627.15,8693.25,8872.55,,8623.00,,,3929,34031506.00,1170,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,9179.80,9179.80,8964.90,9054.85,9068.20,9142.20,,9056.50,,,53719,485781139.00,7913,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,558.55,568.40,554.25,565.40,565.40,551.20,,564.90,,,59644,33513846.00,2612,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,348.90,354.80,348.90,353.30,354.80,347.85,,353.30,,,6874,2415644.00,322,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1891.40,1980.85,1881.10,1892.35,1892.35,1854.45,,1894.70,,,22738,43741596.00,2062,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3803.00,3812.00,3790.00,3812.00,3812.00,3820.55,,3799.80,,,62,235134.00,6,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4546.15,4626.30,4517.20,4530.05,4537.95,4546.15,,4526.50,,,2521,11539613.00,395,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1230.35,1243.95,1228.45,1235.35,1235.90,1230.30,,1234.30,,,4925,6079904.00,640,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3075.95,3189.00,3075.00,3116.75,3116.75,3086.85,,3116.50,,,25585,79919304.00,3003,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,293.65,295.35,291.25,293.70,293.70,293.65,,293.60,,,547585,160641370.00,5767,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,110.65,113.95,110.65,111.60,111.80,110.60,,111.57,,,64915,7262887.00,1258,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,12.90,13.00,12.67,13.00,13.00,13.00,,13.00,,,22327,289753.00,105,F1,1,,,,,
2025-04-16,2025-04-16,CM,BSE,STK,500059,INE071A01013,BINANIIND,B,,,,,BINANI INDUSTRIES LTD.,20.38,21.42,20.30,21.42,21.42,19.48,,21.01,,,261934,5578222.00,394,F1,1,,,,,
