TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-12-19,2024-12-19,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7504.30,7602.00,7334.40,7349.35,7349.35,7655.45,,7351.85,,,6702,49708785.00,2245,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,776.35,792.90,749.55,755.80,757.00,783.10,,755.45,,,14058,10781008.00,957,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1221.25,1239.95,1206.75,1220.50,1220.50,1241.15,,1220.15,,,59186,72519270.00,5712,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,60.97,61.50,58.00,59.57,59.57,61.57,,59.57,,,111970,6725264.00,508,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,78.00,78.99,77.00,78.51,78.51,78.44,,78.51,,,44877,3497110.00,536,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.30,7.57,6.78,7.43,7.46,7.39,,7.43,,,18977,137210.00,215,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,12.09,12.09,10.70,11.37,11.45,11.74,,11.37,,,5189,57863.00,45,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,207.40,208.65,204.50,207.35,207.65,209.25,,207.50,,,70416,14573322.00,1265,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,202.90,206.70,194.65,197.45,194.65,202.50,,198.70,,,281,56158.00,16,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7250.05,7422.00,7250.05,7401.05,7401.05,7400.00,,7405.45,,,685,5049888.00,341,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,42.90,43.95,40.50,42.48,42.95,42.53,,42.48,,,102513,4320755.00,575,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,800.10,810.95,792.15,801.60,806.45,807.95,,800.25,,,1820,1455070.00,309,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,31.29,32.68,31.10,32.49,32.49,31.96,,32.46,,,1450394,46298705.00,4708,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,6621.05,6658.15,6541.80,6607.85,6615.00,6701.75,,6609.05,,,2189,14428857.00,630,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,6985.25,7022.45,6890.15,6915.45,6914.00,7073.00,,6918.50,,,16747,115992543.00,2899,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,566.25,594.00,566.00,573.90,573.90,580.40,,574.30,,,42149,24301718.00,1866,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,1052.00,1086.35,1042.25,1053.65,1054.65,1079.75,,1052.85,,,11266,11960799.00,653,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,2633.05,2739.85,2633.05,2662.10,2670.00,2679.65,,2658.25,,,6975,18642916.00,921,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3522.60,3707.00,3498.05,3704.45,3707.00,3573.65,,3702.55,,,266,966268.00,61,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,5510.70,5537.20,5425.40,5460.10,5460.10,5575.20,,5460.45,,,2939,16102847.00,671,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1361.90,1384.35,1358.00,1367.25,1371.15,1380.25,,1368.30,,,7583,10382834.00,1008,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,4215.35,4335.00,4200.00,4282.25,4271.05,4364.40,,4281.90,,,17128,73359002.00,2612,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,294.05,300.45,294.05,298.45,298.45,303.80,,298.50,,,814953,242923229.00,13652,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,143.25,149.00,143.25,146.45,147.20,148.10,,146.35,,,43798,6439693.00,822,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,18.80,18.80,17.62,18.20,18.20,18.10,,18.20,,,47737,861037.00,239,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,15.82,16.17,15.80,16.00,16.00,15.40,,15.87,,,998,15875.00,18,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,222.45,224.60,218.75,220.05,220.55,222.80,,219.65,,,1970,435429.00,96,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1990.90,2054.30,1987.05,2041.40,2041.40,2038.75,,2043.85,,,12321,24843579.00,1293,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,16500.00,16500.00,16063.00,16272.15,16271.00,16605.25,,16272.15,,,31,507780.00,14,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,507.50,524.95,506.70,519.35,517.95,507.50,,519.35,,,415,214410.00,30,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,122.95,125.00,121.45,122.80,122.80,124.65,,122.85,,,31514,3887282.00,609,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,439.55,445.10,436.00,441.75,438.20,440.60,,440.70,,,1465,647180.00,116,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,25.61,26.40,25.11,26.12,26.06,26.16,,26.14,,,30697,790774.00,483,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,181.75,188.30,181.70,187.00,187.00,184.85,,186.95,,,263909,49164077.00,2501,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,516.95,528.15,510.00,527.50,527.30,524.00,,527.35,,,43684,22728768.00,1843,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,436.20,443.55,433.10,439.95,439.95,444.70,,439.75,,,161800,71076941.00,6256,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1468.80,1509.95,1453.00,1505.85,1505.85,1472.05,,1506.55,,,67418,100991084.00,3539,F1,1,,,,,
2024-12-19,2024-12-19,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,690.00,706.50,675.95,691.95,690.05,709.00,,693.85,,,728,498482.00,42,F1,1,,,,,
