TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-09-23,2025-09-23,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5348.05,5373.90,5283.60,5296.45,5300.00,5361.35,,5298.70,,,4912,26074905.00,1032,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,774.20,785.80,774.00,781.90,781.50,774.20,,782.15,,,20131,15691791.00,1210,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1004.95,1027.65,997.55,1008.50,1008.50,1003.85,,1008.65,,,63547,64295978.00,3831,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,30.63,30.85,30.06,30.32,30.32,30.63,,30.32,,,58154,1772973.00,283,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,56.40,56.53,55.00,55.27,55.27,56.53,,55.27,,,78299,4341151.00,789,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.75,4.82,4.74,4.74,4.74,4.80,,4.74,,,5793,27523.00,12,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.90,5.90,5.33,5.53,5.57,5.37,,5.53,,,21636,120591.00,146,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.20,8.20,7.90,7.97,7.90,8.24,,7.97,,,9245,74215.00,41,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,182.45,183.00,177.95,181.00,180.50,182.10,,180.94,,,65727,11861728.00,1323,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,333.70,353.45,332.25,338.45,338.55,339.80,,339.65,,,1595,550047.00,78,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6225.05,6297.35,6225.05,6260.15,6242.00,6269.60,,6259.00,,,908,5681644.00,276,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,36.00,36.40,35.57,35.60,35.60,35.95,,35.60,,,10770,386843.00,117,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,584.55,584.90,574.00,576.95,575.30,582.80,,577.10,,,2170,1260391.00,259,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,21.30,21.64,20.97,21.26,21.26,21.60,,21.24,,,1056401,22456198.00,2394,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,18199.00,18388.00,17864.10,18137.75,18137.75,18187.70,,18112.00,,,5529,100053454.00,1674,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1005.95,1028.60,1003.30,1025.65,1025.50,1006.00,,1025.50,,,429989,439520160.00,9262,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,509.45,509.45,494.00,496.40,496.40,504.75,,496.25,,,29789,14828299.00,1869,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,819.95,838.25,812.00,815.75,815.75,823.75,,815.15,,,58738,48287847.00,2783,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1865.55,1903.05,1845.00,1848.20,1848.20,1893.90,,1847.10,,,6829,12685496.00,1267,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3650.00,3674.95,3650.00,3662.00,3660.20,3683.20,,3674.60,,,36,131925.00,10,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4625.00,4625.00,4555.00,4599.15,4597.75,4633.60,,4599.60,,,957,4386429.00,340,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1250.80,1254.95,1215.65,1225.90,1219.00,1226.25,,1226.50,,,5014,6139691.00,473,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,4349.60,4385.00,4290.00,4333.70,4333.70,4328.60,,4334.80,,,20902,90638166.00,3269,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,406.85,407.95,402.20,404.40,404.40,406.40,,404.45,,,809133,327028593.00,17429,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,105.50,106.05,104.30,105.25,105.15,105.45,,105.37,,,29767,3117834.00,279,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500058,INE819C01011,BIHSPONG,XT,,,,,BIHAR SPONGE IRON LTD.,12.80,13.40,12.74,12.85,13.10,12.90,,12.85,,,14501,188487.00,58,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,B,,,,,BIL VYAPAR LIMITED,13.00,13.49,12.93,13.29,13.29,12.96,,13.10,,,14830,194752.00,104,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,172.45,174.90,171.60,171.85,171.60,172.35,,171.65,,,7255,1257088.00,390,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1999.90,1999.90,1955.00,1963.00,1961.80,1996.55,,1964.00,,,5757,11336174.00,1073,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,14000.00,14150.00,13960.00,14047.25,14050.00,13992.85,,14047.25,,,314,4407395.00,246,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,340.00,349.80,336.00,346.90,346.90,340.00,,346.90,,,153,52144.00,23,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,84.63,84.63,81.75,82.20,82.20,82.97,,82.11,,,7102,586506.00,251,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,349.30,349.30,345.65,345.85,345.65,351.35,,346.95,,,540,187189.00,66,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,25.20,25.91,25.20,25.77,25.76,25.24,,25.79,,,17075,437127.00,182,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,169.90,171.35,166.45,166.95,166.95,168.30,,166.84,,,173311,29345313.00,3143,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,540.15,541.55,534.30,537.35,537.35,539.60,,537.10,,,18246,9809753.00,730,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,402.25,410.35,402.25,403.25,403.25,403.90,,403.25,,,130126,52820929.00,4532,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1542.20,1550.60,1516.85,1527.90,1527.90,1541.70,,1527.10,,,73713,112538391.00,3274,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,558.50,566.30,553.50,554.40,553.50,558.35,,553.30,,,1994,1115903.00,123,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4952.00,4952.00,4846.00,4852.00,4854.85,4949.45,,4851.00,,,944,4602058.00,310,F1,1,,,,,
2025-09-23,2025-09-23,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,770.20,778.00,766.30,772.40,772.40,770.05,,773.40,,,67378,52022903.00,2475,F1,1,,,,,
