TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-11-18,2025-11-18,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5049.95,5091.70,5000.00,5079.75,5075.00,5042.45,,5080.45,,,72778,366989763.00,1924,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,785.25,799.90,785.25,792.65,792.65,797.60,,790.95,,,7869,6227128.00,779,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,970.75,970.75,950.80,956.05,956.05,964.90,,956.10,,,30762,29463028.00,1818,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,30.50,31.35,30.20,30.63,30.61,30.51,,30.63,,,26494,814360.00,168,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,51.82,51.94,51.21,51.40,51.40,51.87,,51.40,,,36575,1884034.00,269,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.70,3.75,3.67,3.70,3.70,3.74,,3.65,,,9983,37252.00,17,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.95,5.24,4.90,4.96,4.98,4.95,,4.96,,,27065,137320.00,112,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,9.09,9.09,8.45,8.64,8.64,9.07,,8.64,,,1524,13190.00,30,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,150.55,153.45,150.55,151.15,151.15,152.20,,151.10,,,32991,5012096.00,507,F1,1,,,,,
2025-11-18,2025-11-18,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,330.80,332.55,327.35,331.05,331.05,338.95,,330.65,,,182,59800.00,17,F1,1,,,,,
