TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-09-04,2024-09-04,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7759.00,7762.45,7580.00,7642.25,7656.25,7769.00,,7639.10,,,6853,52435710.00,2250,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,835.00,858.00,825.10,847.50,847.50,836.95,,848.30,,,49063,41562556.00,2729,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1500.00,1518.00,1485.05,1488.10,1488.10,1509.00,,1487.20,,,19001,28436364.00,2074,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,61.20,63.80,61.20,62.27,62.27,62.21,,62.27,,,70318,4388042.00,431,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,100.45,101.00,98.00,98.41,98.41,100.86,,98.41,,,189494,18819913.00,1605,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,9.50,10.02,9.50,9.90,10.02,9.55,,9.95,,,36932,363621.00,81,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.91,7.99,7.75,7.94,7.96,7.91,,7.94,,,21135,167754.00,185,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.60,12.29,11.60,12.13,12.13,11.95,,12.13,,,6798,82342.00,58,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,213.90,214.55,207.80,211.35,211.35,213.95,,211.20,,,72141,15219883.00,709,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,180.70,182.45,180.70,181.85,181.85,180.70,,183.32,,,35,6348.00,4,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7800.05,8001.00,7800.05,7912.30,7884.85,7918.60,,7916.85,,,729,5787439.00,443,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500028,INE447A01015,ATVPR,XT,,,,,ATV PROJECTS INDIA LTD.,35.10,35.10,35.10,35.10,35.10,34.42,,35.10,,,16296,571989.00,47,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,974.00,985.00,967.30,971.65,976.00,979.85,,972.95,,,3318,3235376.00,555,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,40.54,41.98,40.04,40.14,40.14,41.43,,40.15,,,2495109,101833573.00,10245,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,8279.15,8279.15,8056.00,8097.50,8097.50,8280.25,,8090.25,,,1791,14618269.00,783,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,7250.00,7376.15,7247.35,7298.15,7307.70,7351.55,,7299.50,,,16570,121077692.00,3171,F1,1,,,,,
2024-09-04,2024-09-04,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,565.40,605.10,565.40,587.20,588.15,586.90,,587.10,,,124926,74007031.00,3145,F1,1,,,,,
