TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-01-27,2025-01-27,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6118.10,6179.20,6009.75,6085.20,6067.15,6169.00,,6083.30,,,3683,22453577.00,875,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,674.40,682.25,617.50,649.35,649.35,675.60,,651.00,,,181437,116394511.00,5739,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1049.40,1049.40,1005.25,1013.95,1013.95,1058.80,,1016.20,,,135426,138100515.00,11538,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,48.45,48.45,45.00,45.88,45.88,49.26,,45.88,,,108888,5073763.00,707,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,69.00,69.00,65.00,66.25,66.34,68.55,,66.25,,,60492,4037539.00,794,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,9.48,9.48,8.64,8.64,8.64,9.09,,8.89,,,36515,315492.00,22,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,6.80,6.88,6.56,6.63,6.60,6.78,,6.63,,,18765,126511.00,146,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.45,11.45,10.65,11.00,11.00,11.59,,11.00,,,11663,127978.00,28,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,159.00,159.00,149.30,151.20,151.20,159.05,,151.35,,,149004,22665148.00,2380,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,305.00,307.00,297.75,307.00,307.00,300.00,,303.35,,,615,184924.00,13,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6475.00,6532.75,6239.90,6330.35,6264.00,6545.65,,6334.75,,,2084,13234337.00,630,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,39.59,39.59,36.99,36.99,36.99,38.93,,36.99,,,32622,1221910.00,327,F1,1,,,,,
2025-01-27,2025-01-27,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,673.80,679.80,650.00,672.90,678.35,667.00,,673.30,,,5764,3818726.00,626,F1,1,,,,,
